id,data,dia_semana,hora_inicio,hora_fim,data_fim,pilar,titulo_pt,titulo_es,titulo_en,descricao_pt,descricao_es,descricao_en,local_pt,local_es,local_en,palestrante,marca,logo_url,inscricao,link_inscricao,destaque
of-19-08,2026-09-19,sabado,14:00,,,oficial,Largada PTR 17,Salida PTR 17,PTR 17 start,,,,Fazenda Bananal,Fazenda Bananal,Fazenda Bananal,,Paraty Brazil by UTMB,,livre,,sim
of-19-09,2026-09-19,sabado,15:00,,,oficial,Guarda volume PTR 17,Guarda equipaje PTR 17,PTR 17 bag storage,Os itens retornam da Fazenda Bananal e ficam disponiveis para retirada em Paraty.,Los items vuelven de la Fazenda Bananal y quedan disponibles para retiro en Paraty.,Items return from Fazenda Bananal and can be collected in Paraty.,Arena e Expo,Arena y Expo,Arena and Expo,,Paraty Brazil by UTMB,,livre,,
of-19-10,2026-09-19,sabado,15:00,,,oficial,Limite PTR 25,Limite PTR 25,PTR 25 cut-off,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,
of-19-11,2026-09-19,sabado,16:00,,,oficial,Limite PTR 34,Limite PTR 34,PTR 34 cut-off,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,
of-19-12,2026-09-19,sabado,18:30,,,oficial,Limite PTR 17,Limite PTR 17,PTR 17 cut-off,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,
of-19-13,2026-09-19,sabado,21:00,,,oficial,Limite PTR 58,Limite PTR 58,PTR 58 cut-off,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,
of-20-01,2026-09-20,domingo,01:00,,,oficial,Limite PTR 108,Limite PTR 108,PTR 108 cut-off,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,
of-20-02,2026-09-20,domingo,07:00,,,oficial,Largada RUN 7,Salida RUN 7,RUN 7 start,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,sim
of-20-03,2026-09-20,domingo,09:00,,,oficial,Kids,Kids,Kids,,,,Arena de largada e chegada,Arena de salida y llegada,Start and finish arena,,Paraty Brazil by UTMB,,livre,,sim
of-20-04,2026-09-20,domingo,10:00,13:00,,oficial,UTMB Expo,UTMB Expo,UTMB Expo,,,,Expo,Expo,Expo,,Paraty Brazil by UTMB,,livre,,
of-20-05,2026-09-20,domingo,10:00,12:00,,oficial,"Drop bag e guarda volume, retirada","Drop bag y guarda equipaje, retiro","Drop bag and bag storage, collection",,,,Expo,Expo,Expo,,Paraty Brazil by UTMB,,livre,,
of-20-06,2026-09-20,domingo,10:30,,,oficial,Premiacao,Premiacion,Awards ceremony,,,,Expo,Expo,Expo,,Paraty Brazil by UTMB,,livre,,sim
of-20-07,2026-09-20,domingo,12:00,,,oficial,Encerramento do evento,Cierre del evento,Event closing,,,,Expo,Expo,Expo,,Paraty Brazil by UTMB,,livre,,sim
at-mombora-treinao-1,2026-09-18,sexta-feira,08:30,10:00,,ativacao,Treinao MOMBORA,Entrenamiento MOMBORA,MOMBORA group run,Treinao em conjunto com a COLUMBIA. Ponto de encontro a confirmar.,Entrenamiento en conjunto con COLUMBIA. Punto de encuentro por confirmar.,Group run together with COLUMBIA. Meeting point to be confirmed.,A confirmar,Por confirmar,To be confirmed,,MOMBORA,,invite,,sim
at-hoka-medalha-1,2026-09-19,sabado,14:00,20:00,,ativacao,Gravacao de medalhas,Grabado de medallas,Medal engraving,Personalize a sua medalha no estande da HOKA.,Personaliza tu medalla en el stand de HOKA.,Personalise your medal at the HOKA booth.,"Estande HOKA, B1","Stand HOKA, B1","HOKA booth, B1",,HOKA,https://app-utmb.github.io/utmb-paraty-agenda/logos/hoka.png,livre,,sim
at-hoka-medalha-2,2026-09-20,domingo,10:00,14:00,,ativacao,Gravacao de medalhas,Grabado de medallas,Medal engraving,Personalize a sua medalha no estande da HOKA.,Personaliza tu medalla en el stand de HOKA.,Personalise your medal at the HOKA booth.,"Estande HOKA, B1","Stand HOKA, B1","HOKA booth, B1",,HOKA,https://app-utmb.github.io/utmb-paraty-agenda/logos/hoka.png,livre,,sim
at-nnormal-tenis-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Experimentacao de tenis,Prueba de zapatillas,Shoe try-on,Experimente os modelos NNormal no estande.,Prueba los modelos NNormal en el stand.,Try the NNormal models at the booth.,"Estande NNormal, D9","Stand NNormal, D9","NNormal booth, D9",,NNormal,https://app-utmb.github.io/utmb-paraty-agenda/logos/nnormal.png,livre,,
at-nnormal-tenis-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Experimentacao de tenis,Prueba de zapatillas,Shoe try-on,Experimente os modelos NNormal no estande.,Prueba los modelos NNormal en el stand.,Try the NNormal models at the booth.,"Estande NNormal, D9","Stand NNormal, D9","NNormal booth, D9",,NNormal,https://app-utmb.github.io/utmb-paraty-agenda/logos/nnormal.png,livre,,
at-nnormal-tenis-3,2026-09-19,sabado,10:00,18:00,,ativacao,Experimentacao de tenis,Prueba de zapatillas,Shoe try-on,Experimente os modelos NNormal no estande.,Prueba los modelos NNormal en el stand.,Try the NNormal models at the booth.,"Estande NNormal, D9","Stand NNormal, D9","NNormal booth, D9",,NNormal,https://app-utmb.github.io/utmb-paraty-agenda/logos/nnormal.png,livre,,
at-coros-cacada-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Caca ao tesouro COROS,Busqueda del tesoro COROS,COROS treasure hunt,"Vagas limitadas, inscricao no estande.","Cupos limitados, inscripcion en el stand.","Limited places, sign up at the booth.","Estande COROS, D9","Stand COROS, D9","COROS booth, D9",,COROS,https://app-utmb.github.io/utmb-paraty-agenda/logos/coros.png,previa,https://paraty.utmb.world/pt,
at-coros-cacada-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Caca ao tesouro COROS,Busqueda del tesoro COROS,COROS treasure hunt,"Vagas limitadas, inscricao no estande.","Cupos limitados, inscripcion en el stand.","Limited places, sign up at the booth.","Estande COROS, D9","Stand COROS, D9","COROS booth, D9",,COROS,https://app-utmb.github.io/utmb-paraty-agenda/logos/coros.png,previa,https://paraty.utmb.world/pt,
at-coros-cacada-3,2026-09-19,sabado,10:00,18:00,,ativacao,Caca ao tesouro COROS,Busqueda del tesoro COROS,COROS treasure hunt,"Vagas limitadas, inscricao no estande.","Cupos limitados, inscripcion en el stand.","Limited places, sign up at the booth.","Estande COROS, D9","Stand COROS, D9","COROS booth, D9",,COROS,https://app-utmb.github.io/utmb-paraty-agenda/logos/coros.png,previa,https://paraty.utmb.world/pt,
at-vivas-roleta-1,2026-09-17,quinta-feira,14:00,18:00,,ativacao,Roleta de descontos,Ruleta de descuentos,Discount wheel,Gire a roleta e leve o desconto que sair.,Gira la ruleta y llevate el descuento.,Spin the wheel and take the discount.,"Estande VIVAS MOVE, D8","Stand VIVAS MOVE, D8","VIVAS MOVE booth, D8",,VIVAS MOVE,https://app-utmb.github.io/utmb-paraty-agenda/logos/vivas-move.png,livre,,
at-vivas-roleta-2,2026-09-18,sexta-feira,14:00,18:00,,ativacao,Roleta de descontos,Ruleta de descuentos,Discount wheel,Gire a roleta e leve o desconto que sair.,Gira la ruleta y llevate el descuento.,Spin the wheel and take the discount.,"Estande VIVAS MOVE, D8","Stand VIVAS MOVE, D8","VIVAS MOVE booth, D8",,VIVAS MOVE,https://app-utmb.github.io/utmb-paraty-agenda/logos/vivas-move.png,livre,,
at-drpeanut-degustacao-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Degustacao DR PEANUT,Degustacion DR PEANUT,DR PEANUT tasting,"Proteina, pasta de amendoim e barra proteica na airfryer.","Proteina, pasta de mani y barra proteica en la airfryer.","Protein, peanut butter and protein bar from the airfryer.","Estande DR PEANUT, D4","Stand DR PEANUT, D4","DR PEANUT booth, D4",,DR PEANUT,https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png,livre,,
at-drpeanut-degustacao-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Degustacao DR PEANUT,Degustacion DR PEANUT,DR PEANUT tasting,"Proteina, pasta de amendoim e barra proteica na airfryer.","Proteina, pasta de mani y barra proteica en la airfryer.","Protein, peanut butter and protein bar from the airfryer.","Estande DR PEANUT, D4","Stand DR PEANUT, D4","DR PEANUT booth, D4",,DR PEANUT,https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png,livre,,
at-drpeanut-degustacao-3,2026-09-19,sabado,10:00,18:00,,ativacao,Degustacao DR PEANUT,Degustacion DR PEANUT,DR PEANUT tasting,"Proteina, pasta de amendoim e barra proteica na airfryer.","Proteina, pasta de mani y barra proteica en la airfryer.","Protein, peanut butter and protein bar from the airfryer.","Estande DR PEANUT, D4","Stand DR PEANUT, D4","DR PEANUT booth, D4",,DR PEANUT,https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png,livre,,
at-drpeanut-degustacao-4,2026-09-20,domingo,10:00,13:00,,ativacao,Degustacao DR PEANUT,Degustacion DR PEANUT,DR PEANUT tasting,"Proteina, pasta de amendoim e barra proteica na airfryer.","Proteina, pasta de mani y barra proteica en la airfryer.","Protein, peanut butter and protein bar from the airfryer.","Estande DR PEANUT, D4","Stand DR PEANUT, D4","DR PEANUT booth, D4",,DR PEANUT,https://app-utmb.github.io/utmb-paraty-agenda/logos/dr-peanut.png,livre,,
at-mombora-gel-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Degustacao de geis e carbo,Degustacion de geles y carbo,Gel and carb tasting,Geis e carboidrato em po para provar antes da prova.,Geles y carbohidrato en polvo para probar.,Gels and carb powder to try before the race.,"Estande MOMBORA, F8","Stand MOMBORA, F8","MOMBORA booth, F8",,MOMBORA,,livre,,
at-mombora-gel-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Degustacao de geis e carbo,Degustacion de geles y carbo,Gel and carb tasting,Geis e carboidrato em po para provar antes da prova.,Geles y carbohidrato en polvo para probar.,Gels and carb powder to try before the race.,"Estande MOMBORA, F8","Stand MOMBORA, F8","MOMBORA booth, F8",,MOMBORA,,livre,,
at-mombora-gel-3,2026-09-19,sabado,10:00,18:00,,ativacao,Degustacao de geis e carbo,Degustacion de geles y carbo,Gel and carb tasting,Geis e carboidrato em po para provar antes da prova.,Geles y carbohidrato en polvo para probar.,Gels and carb powder to try before the race.,"Estande MOMBORA, F8","Stand MOMBORA, F8","MOMBORA booth, F8",,MOMBORA,,livre,,
at-mombora-gel-4,2026-09-20,domingo,10:00,13:00,,ativacao,Degustacao de geis e carbo,Degustacion de geles y carbo,Gel and carb tasting,Geis e carboidrato em po para provar antes da prova.,Geles y carbohidrato en polvo para probar.,Gels and carb powder to try before the race.,"Estande MOMBORA, F8","Stand MOMBORA, F8","MOMBORA booth, F8",,MOMBORA,,livre,,
at-liquidz-sabor-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Degustacao do novo sabor,Degustacion del nuevo sabor,New flavour tasting,O sabor so e lancado em 22 de setembro. Aqui da para provar e comprar antes de todo mundo.,El sabor se lanza el 22 de septiembre. Aqui puedes probarlo y comprarlo antes que todos.,The flavour launches on 22 September. Here you can taste and buy it before anyone else.,"Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,sim
at-liquidz-sabor-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Degustacao do novo sabor,Degustacion del nuevo sabor,New flavour tasting,O sabor so e lancado em 22 de setembro. Aqui da para provar e comprar antes de todo mundo.,El sabor se lanza el 22 de septiembre. Aqui puedes probarlo y comprarlo antes que todos.,The flavour launches on 22 September. Here you can taste and buy it before anyone else.,"Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,sim
at-liquidz-sabor-3,2026-09-19,sabado,10:00,18:00,,ativacao,Degustacao do novo sabor,Degustacion del nuevo sabor,New flavour tasting,O sabor so e lancado em 22 de setembro. Aqui da para provar e comprar antes de todo mundo.,El sabor se lanza el 22 de septiembre. Aqui puedes probarlo y comprarlo antes que todos.,The flavour launches on 22 September. Here you can taste and buy it before anyone else.,"Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,sim
at-liquidz-sabor-4,2026-09-20,domingo,10:00,13:00,,ativacao,Degustacao do novo sabor,Degustacion del nuevo sabor,New flavour tasting,O sabor so e lancado em 22 de setembro. Aqui da para provar e comprar antes de todo mundo.,El sabor se lanza el 22 de septiembre. Aqui puedes probarlo y comprarlo antes que todos.,The flavour launches on 22 September. Here you can taste and buy it before anyone else.,"Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,sim
at-liquidz-hidratacao-1,2026-09-17,quinta-feira,14:00,18:00,,ativacao,Teste de hidratacao,Test de hidratacion,Hydration test,Nutricionista no estande testando a hidratacao dos atletas e falando sobre eletrolitos no endurance.,Nutricionista en el stand midiendo la hidratacion y hablando de electrolitos en el endurance.,A nutritionist at the booth testing hydration and explaining electrolytes in endurance.,"Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,sim
at-liquidz-samples-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Cadastro e samples,Registro y muestras,Sign up and samples,"Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.","Registrate en el stand y llevate muestras, incluido el sabor nuevo.","Sign up at the booth and take samples, including the new flavour.","Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,
at-liquidz-samples-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Cadastro e samples,Registro y muestras,Sign up and samples,"Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.","Registrate en el stand y llevate muestras, incluido el sabor nuevo.","Sign up at the booth and take samples, including the new flavour.","Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,
at-liquidz-samples-3,2026-09-19,sabado,10:00,18:00,,ativacao,Cadastro e samples,Registro y muestras,Sign up and samples,"Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.","Registrate en el stand y llevate muestras, incluido el sabor nuevo.","Sign up at the booth and take samples, including the new flavour.","Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,
at-liquidz-samples-4,2026-09-20,domingo,10:00,13:00,,ativacao,Cadastro e samples,Registro y muestras,Sign up and samples,"Cadastre-se no estande e leve amostras da marca, incluindo o sabor novo.","Registrate en el stand y llevate muestras, incluido el sabor nuevo.","Sign up at the booth and take samples, including the new flavour.","Estande Liquidz, C5","Stand Liquidz, C5","Liquidz booth, C5",,Liquidz,https://app-utmb.github.io/utmb-paraty-agenda/logos/liquidz.png,livre,,
at-aimo-qrcode-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,QR code de 10% e sorteio de bones,QR de 10% y sorteo de gorras,10% QR code and cap giveaway,Leia o QR code no estande para 10% de desconto. Dois bones sao sorteados entre os cadastrados.,Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.,Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.,"Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,sim
at-aimo-qrcode-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,QR code de 10% e sorteio de bones,QR de 10% y sorteo de gorras,10% QR code and cap giveaway,Leia o QR code no estande para 10% de desconto. Dois bones sao sorteados entre os cadastrados.,Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.,Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.,"Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,sim
at-aimo-qrcode-3,2026-09-19,sabado,10:00,18:00,,ativacao,QR code de 10% e sorteio de bones,QR de 10% y sorteo de gorras,10% QR code and cap giveaway,Leia o QR code no estande para 10% de desconto. Dois bones sao sorteados entre os cadastrados.,Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.,Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.,"Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,sim
at-aimo-qrcode-4,2026-09-20,domingo,10:00,13:00,,ativacao,QR code de 10% e sorteio de bones,QR de 10% y sorteo de gorras,10% QR code and cap giveaway,Leia o QR code no estande para 10% de desconto. Dois bones sao sorteados entre os cadastrados.,Escanea el QR en el stand para 10% de descuento. Se sortean dos gorras entre los registrados.,Scan the QR code at the booth for 10% off. Two caps are raffled among those who sign up.,"Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,sim
at-aimo-camiseta-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Camiseta de edicao limitada,Camiseta de edicion limitada,Limited edition tee,"Souvenir Aimo do Paraty Brazil by UTMB, com customizacao feita na hora no estande.","Souvenir Aimo del Paraty Brazil by UTMB, personalizada en el momento.","Aimo souvenir of Paraty Brazil by UTMB, customised on the spot.","Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,
at-aimo-camiseta-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Camiseta de edicao limitada,Camiseta de edicion limitada,Limited edition tee,"Souvenir Aimo do Paraty Brazil by UTMB, com customizacao feita na hora no estande.","Souvenir Aimo del Paraty Brazil by UTMB, personalizada en el momento.","Aimo souvenir of Paraty Brazil by UTMB, customised on the spot.","Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,
at-aimo-camiseta-3,2026-09-19,sabado,10:00,18:00,,ativacao,Camiseta de edicao limitada,Camiseta de edicion limitada,Limited edition tee,"Souvenir Aimo do Paraty Brazil by UTMB, com customizacao feita na hora no estande.","Souvenir Aimo del Paraty Brazil by UTMB, personalizada en el momento.","Aimo souvenir of Paraty Brazil by UTMB, customised on the spot.","Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,
at-aimo-camiseta-4,2026-09-20,domingo,10:00,13:00,,ativacao,Camiseta de edicao limitada,Camiseta de edicion limitada,Limited edition tee,"Souvenir Aimo do Paraty Brazil by UTMB, com customizacao feita na hora no estande.","Souvenir Aimo del Paraty Brazil by UTMB, personalizada en el momento.","Aimo souvenir of Paraty Brazil by UTMB, customised on the spot.","Estande AIMO, E3","Stand AIMO, E3","AIMO booth, E3",,AIMO,https://app-utmb.github.io/utmb-paraty-agenda/logos/aimo.png,livre,,
at-runlastic-brindes-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Brindes Runlastic,Regalos Runlastic,Runlastic giveaways,Brindes no estande durante o horario da Expo.,Regalos en el stand durante el horario de la Expo.,Giveaways at the booth during Expo hours.,"Estande Runlastic, D7","Stand Runlastic, D7","Runlastic booth, D7",,Runlastic,https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png,livre,,
at-runlastic-brindes-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Brindes Runlastic,Regalos Runlastic,Runlastic giveaways,Brindes no estande durante o horario da Expo.,Regalos en el stand durante el horario de la Expo.,Giveaways at the booth during Expo hours.,"Estande Runlastic, D7","Stand Runlastic, D7","Runlastic booth, D7",,Runlastic,https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png,livre,,
at-runlastic-brindes-3,2026-09-19,sabado,10:00,18:00,,ativacao,Brindes Runlastic,Regalos Runlastic,Runlastic giveaways,Brindes no estande durante o horario da Expo.,Regalos en el stand durante el horario de la Expo.,Giveaways at the booth during Expo hours.,"Estande Runlastic, D7","Stand Runlastic, D7","Runlastic booth, D7",,Runlastic,https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png,livre,,
at-runlastic-brindes-4,2026-09-20,domingo,10:00,13:00,,ativacao,Brindes Runlastic,Regalos Runlastic,Runlastic giveaways,Brindes no estande durante o horario da Expo.,Regalos en el stand durante el horario de la Expo.,Giveaways at the booth during Expo hours.,"Estande Runlastic, D7","Stand Runlastic, D7","Runlastic booth, D7",,Runlastic,https://app-utmb.github.io/utmb-paraty-agenda/logos/runlastic.png,livre,,
at-tricky-barrinhas-1,2026-09-17,quinta-feira,10:00,20:00,,ativacao,Degustacao de barrinhas de carbo,Degustacion de barras de carbo,Carb bar tasting,Prove as barrinhas no estande da Tricky.,Prueba las barras en el stand de Tricky.,Try the bars at the Tricky booth.,"Estande Tricky, E9","Stand Tricky, E9","Tricky booth, E9",,Tricky,https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png,livre,,
at-tricky-barrinhas-2,2026-09-18,sexta-feira,10:00,21:00,,ativacao,Degustacao de barrinhas de carbo,Degustacion de barras de carbo,Carb bar tasting,Prove as barrinhas no estande da Tricky.,Prueba las barras en el stand de Tricky.,Try the bars at the Tricky booth.,"Estande Tricky, E9","Stand Tricky, E9","Tricky booth, E9",,Tricky,https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png,livre,,
at-tricky-barrinhas-3,2026-09-19,sabado,10:00,18:00,,ativacao,Degustacao de barrinhas de carbo,Degustacion de barras de carbo,Carb bar tasting,Prove as barrinhas no estande da Tricky.,Prueba las barras en el stand de Tricky.,Try the bars at the Tricky booth.,"Estande Tricky, E9","Stand Tricky, E9","Tricky booth, E9",,Tricky,https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png,livre,,
at-tricky-barrinhas-4,2026-09-20,domingo,10:00,13:00,,ativacao,Degustacao de barrinhas de carbo,Degustacion de barras de carbo,Carb bar tasting,Prove as barrinhas no estande da Tricky.,Prueba las barras en el stand de Tricky.,Try the bars at the Tricky booth.,"Estande Tricky, E9","Stand Tricky, E9","Tricky booth, E9",,Tricky,https://app-utmb.github.io/utmb-paraty-agenda/logos/tricky.png,livre,,
